,title,doi,publisher
3388,The Memory of Environmental Chemical Exposure in C. elegans Is Dependent on the Jumonji Demethylases jmjd-2 and jmjd-3/utx-1,10.3410/f.733283824.793553975,Faculty Opinions Ltd
3389,The Metabolomics Society—Current State of the Membership and Future Directions,10.3390/metabo9050089,MDPI AG
3390,The MetaRbolomics Book,10.2307/894882,JSTOR
3391,"The ""milky way"" galaxy of HIV-related central nervous system immune reaction syndromes",10.1007/s13365-019-00769-4,Springer Science and Business Media LLC
3392,The miR-29 transcriptome in endocrine-sensitive and resistant breast cancer cells,10.1038/s41598-017-05727-w,Springer Science and Business Media LLC
3393,The mitochondrial HSP90 paralog TRAP1 forms an OXPHOS-regulated tetramer and is involved in mitochondrial metabolic homeostasis,10.1101/679431,Cold Spring Harbor Laboratory
3394,The MODA framework: Model-Driven Engineering for Data-Centric Systems,10.1109/med.2013.6608857,IEEE
3395,The Molecular Pathogenesis of Cerebral Cavernous Malformations,10.1017/cbo9781139003636.005,Cambridge University Press
3396,The motivation for citizens' involvement in life sciences research is predicted by age and gender,10.1371/journal.pone.0237140,Public Library of Science (PLoS)
3397,THE MYSTERY OF ALPHABET.,10.1016/s0262-4079(14)60415-2,Elsevier BV
3398,"The natural polyphenol fortunellin is a dimerization inhibitor of the SARS-CoV-2 3C-like proteinase, revealed by molecular simulations",10.1002/chin.200515222,Wiley
3399,"The New Analyst's Guide to the Galaxy: Questions about Contemporary Psychoanalysis, by Antonino Ferro and Luca Nicoli, Translated by Adriano Bompani, Karnac Books Ltd., London, 2017, 176pp",10.1057/s11231-018-9153-6,Springer Science and Business Media LLC
3400,"The NFL Player, the Schoolchild, and the Entertainer: When the Term"" Free Speech"" is Too Freely Spoken, Exactly"" Who's On First?""",10.5406/illinois/9780252037115.001.0001,University of Illinois Press
3401,The nucleosome acidic patch directly interacts with subunits of the Paf1 and FACT complexes and controls chromatin architecture in vivo,10.1093/nar/gkz549,Oxford University Press (OUP)
3402,The Old is Dying and the,10.26226/morressier.58bd2ee1d462b8028d8924aa,Morressier
3403,The one and only Diana Dors: Britain's 'bad blonde',10.3366/edinburgh/9781474405638.003.0003,Edinburgh University Press
3404,The Origin of Cosmic Rays from Supernova Remnants,10.1142/9789814329033_0050,WORLD SCIENTIFIC
3405,The Origin of the Most Energetic Galactic Cosmic Rays: Supernova Explosions into Massive Star Plasma Winds,10.20944/preprints201811.0195.v1,MDPI AG
3406,"Theory of chemical evolution of molecule compositions in the universe, in the Miller-Urey experiment and the mass distribution of interstellar and intergalactic molecules",10.1016/j.jtbi.2019.110097,Elsevier BV
3407,The oviparous olm: analysis & refutation of claims for viviparity in the Cave salamander Proteus anguinus (Amphibia: Proteidae),10.1016/j.jcz.2019.05.004,Elsevier BV
3408,The pangenome of hexaploid bread wheat,10.1111/j.1601-5223.1992.tb00807.x,Springer Science and Business Media LLC
3409,The Pearson General Knowledge Manual 2018 (With Current Affairs & Previous Years' Questions Booklet),10.1093/jama/9780195176339.022.41,Oxford University Press
3410,The Pentose Phosphate Pathway Regulates the Circadian Clock,10.1016/b978-0-12-762860-8.50015-7,Elsevier
3411,The peptide AC 2 isolated from Bacillus-treated Trapa japonica fruit extract rescues DHT (dihydrotestosterone)-treated human dermal papilla cells and mediates mTORC1 signaling for autophagy and apoptosis suppression,10.1038/s41598-020-65542-8,Springer Science and Business Media LLC
3412,The permeable screen: Soviet cinema and the fantasy of no limits,10.1093/screen/hjy047,Oxford University Press (OUP)
3413,The Perseus computational platform for comprehensive analysis of (prote) omics data,10.1038/nmeth.3901,Springer Science and Business Media LLC
3414,"THE POLITICS AND LAW OF TRADE UNION RECOGNITION: DEMOCRACY, HUMAN RIGHTS AND PRAGMATISM IN THE NEW ZEALAND AND BRITISH CONTEXT …",10.26686/vuwlr.v50i2.5745,Victoria University of Wellington Library
3415,THE POLITICS OF MASCULINITY: CAPTAIN AMERICA AND THE TRANSFORMATION OF MASCULINITY IN TODAY'S POLITICAL CLIMATE,10.4135/9781446218860.n10,SAGE Publications Ltd
3416,"The Polycomb-Dependent Epigenome Controls beta Cell Dysfunction, Dedifferentiation, and Diabetes",10.3410/f.733234982.793570319,Faculty Opinions Ltd
3417,"The Polycomb-Dependent Epigenome Controls β Cell Dysfunction, Dedifferentiation, and Diabetes",10.3410/f.733234982.793570319,Faculty Opinions Ltd
3418,"The population genomics of the common cockle, Cerastoderma edule (Linnaeus, 1758), and its application in the geographical origin traceability.",10.1007/s00227-020-03718-6,Springer Science and Business Media LLC
3419,The potential use of big data in oncology,10.1201/9781315207582-1,CRC Press
3420,The Practical Concepts of Machine Learning,10.1007/978-1-4842-2988-0_2,Apress
3421,The Prevotella copri Complex Comprises Four Distinct Clades Underrepresented in Westernized Populations,10.1101/600593,Cold Spring Harbor Laboratory
3422,The prognostic significance of p63 cytoplasmic expression in colorectal cancer. An immunohistochemical study,10.15537/smj.2019.5.24162,Saudi Medical Journal
3423,The Pronephros; a fresh perspective,10.1093/icb/icz001,Oxford University Press (OUP)
3424,The properties of inside-out assembled galaxies at $ z< 0.1$,10.1093/mnras/stx2216,Oxford University Press (OUP)
3425,The Propitious Role of Solar Energetic Particles in the Origin of Life,10.3847/1538-4357/aa9fef,American Astronomical Society
3426,The protein expression landscape of mitosis and meiosis in diploid budding yeast,10.1016/j.jprot.2016.12.016,Elsevier BV
3427,Therapeutically targeting tumor microenvironment–mediated drug resistance in estrogen receptor–positive breast cancer,10.1084/jem.20171818,Rockefeller University Press
3428,"The Realities of Reality-Part I: Why does reality still pique our curiosity? Why have we yet to find ourselves 200,000 years later? What is the fate of reality?",10.2307/j.ctv8pz9v8.4,Amsterdam University Press
3429,The Recently Discovered Bokeloh Bat Lyssavirus: Insights Into Its Genetic Heterogeneity and Spatial Distribution in Europe and the Population Genetics of Its Primary  …,10.1016/bs.aivir.2017.07.004,Elsevier
3430,The Relations of Multi-waveband Effective Spectral Indices for Fermi Blazars,10.1016/j.chinastron.2020.05.003,Elsevier BV
3431,The ReproGenomics Viewer : a multi-omics and cross-species resource compatible with single-cell studies for the reproductive science community,10.1093/nar/gkv345,Oxford University Press (OUP)
3432,The Right of Communication to the Public in EU Copyright Law,10.5040/9781509920686.ch-001,Hart Publishing
3433,The Right Stuff in Geospace: Using Mutual Coercion to Avoid an Inevitable Prison for Humanity,10.5040/9781838712334.ch-004,British Film Institute
3434,The Rise of Yeast: How the Sugar Fungus Shaped Civilization,10.2307/j.ctv1nhhw8.8,Anthem Press
3435,Thermal Imaging and Vibration Based Multi-Sensor Fault Detection for Rotating Machinery,10.1109/tii.2018.2873175,Institute of Electrical and Electronics Engineers (IEEE)
3436,Thermal Injection Measurement (TIM) Adds Accuracy to Injections and Can Assess Cold Chain Management,10.1016/j.jss.2020.05.055,Elsevier BV
3437,Thermodynamic measures on protein-protein interaction networks for cancer therapy,10.1002/9781118103746.ch4,"John Wiley & Sons, Inc."
3438,The RNA-Binding Protein A1CF Regulates Hepatic Fructose and Glycerol Metabolism via Alternative RNA Splicing,10.1016/j.celrep.2019.08.100,Elsevier BV
3439,The RNA Epistructurome: Uncovering RNA Function by Studying Structure and Post-Transcriptional Modifications,10.1016/j.tibtech.2016.11.002,Elsevier BV
3440,The RNAi Inheritance Machinery of Caenorhabditis elegans,10.1534/genetics.116.198812,Genetics Society of America
3441,The role of geomagnetic field intensity in late Quaternary evolution of humans and large mammals,10.1029/2018rg000629,American Geophysical Union (AGU)
3442,THE ROLE OF MICRORNA MOLECULES IN COLORECTAL CANCER,10.3233/cbm-150468,IOS Press
3443,The role of TCPTP on leptin effects on astrocyte morphology,10.1016/j.mce.2018.12.010,Elsevier BV
3444,The role of the G protein and cAMP/PKA signalling pathway in establishment and maintenance of the mutualistic Epichloë festucae-ryegrass association: a thesis  …,10.1007/978-3-642-20966-6_7,Springer Berlin Heidelberg
3445,The role of the strategic brand policy in the success of Marvel's Infinity War and Endgame,10.33915/etd.7427,West Virginia University Libraries
3446,The role of tissue-specific microbiota in initial establishment success of Pacific oysters,10.1111/1462-2920.13163,Wiley
3447,The role of Xist-mediated Polycomb recruitment in the initiation of X-chromosome inactivation,10.3410/f.736509712.793569995,Faculty Opinions Ltd
3448,The Rome We Have Lost,10.1093/ahr/rhz083,Oxford University Press (OUP)
3449,"THE ROYAL Phil. Tyœïis. R. SOC. В (2012) 367, 343-353 THE SOCIETY",10.1098/rstb.2011.0315,The Royal Society
3450,The R package CUB: a class of mixture models for ordinal rating data,10.1111/insr.12282,Wiley
3451,The sarco(endo)plasmic reticulum calcium ATPase SCA-1 regulates the Caenorhabditis elegans nicotinic acetylcholine receptor ACR-16,10.1016/j.ceca.2018.02.005,Elsevier BV
3452,"The Schizophrenia-Associated BRD1 Gene Regulates Behavior, Neurotransmission, and Expression of Schizophrenia Risk Enriched Gene Sets in Mice",10.1016/j.biopsych.2016.08.037,Elsevier BV
3453,The science and poetry in learning (and teaching) to read,10.1177/0031721718815667,SAGE Publications
3454,The Scientific Method: Reflections from a Practitioner,10.4135/9781452243948.n2,"SAGE Publications, Inc."
3455,The shape of the cosmic ray proton spectrum,10.1016/j.astropartphys.2020.102441,Elsevier BV
3456,The significance of theoretical emphasis of a priori laws for the scientific development of music therapy,10.1111/j.1740-9713.2012.00622.x,Wiley
3457,The Singularity: Could artificial intelligence really out-think us (and would we want it to)?,10.1163/2210-7975_hrd-9808-20180012,Brill
3458,THE SMART CYBERINFRASTRUCTURE: SPACE-TIME MULTISCALE APPROACHES FOR RESEARCH AND TECHNOLOGY,10.1201/9781315207544-5,Apple Academic Press
3459,"""The Smartphone's Guide to the Galaxy"": In Situ Analysis in Space",10.3390/bios8040096,MDPI AG
3460,The sociology of science and generality of the DNA/RNA/protein paradigm throughout the cosmos,10.1016/bs.adgen.2020.03.005,Elsevier
3461,THE SOUND OF SLIME-NESS,10.4324/9781315681047-47,Routledge
3462,The spin tensor of dark matter and the Hubble parameter tension,10.1016/j.dark.2020.100662,Elsevier BV
3463,The Star Tug: An active stellar engine capable of accelerating a star to relativistic velocities,10.1016/j.actaastro.2020.07.005,Elsevier BV
3464,The State of the Art in Integrating Machine Learning into Visual Analytics,10.1111/cgf.13092,Wiley
3465,The stimulatory effects of plant growth promoting rhizobacteria and plant growth regulators on wheat physiology grown in sandy soil,10.1007/s00203-019-01644-w,Springer Science and Business Media LLC
3466,The study of runaway candidate stars in the 30 Doradus region: Using Gaia DR2 data,10.1016/j.newast.2020.101455,Elsevier BV
3467,The Synergistic Combination of Everolimus and Paroxetine Exerts Post-ischemic Neuroprotection In Vitro,10.1007/s10571-018-0605-6,Springer Science and Business Media LLC
3468,The Teaching of Basic Science as a Necessity in the Doctor in Physical Therapy Clinical Curriculum,10.1097/00001416-199707000-00006,Ovid Technologies (Wolters Kluwer Health)
3469,The tidal measurements of James Cook during the voyage of the Endeavour,10.5194/hgss-9-85-2018,Copernicus GmbH
3470,The Transcription Factor Nfatc2 Regulates beta-Cell Proliferation and Genes Associated with Type 2 Diabetes in Mouse and Human Islets,10.1371/journal.pgen.1006466,Public Library of Science (PLoS)
3471,The Transcription Factor Nfatc2 Regulates β-Cell Proliferation and Genes Associated with Type 2 Diabetes in Mouse and Human Islets,10.1371/journal.pgen.1006466,Public Library of Science (PLoS)
3472,The transition from somatic to germline identity shows conserved and specialized features during angiosperm evolution,10.1111/nph.14330,Wiley
3473,The tyrosine kinase inhibitor imatinib mesylate suppresses uric acid crystal-induced acute gouty arthritis in mice.,10.17221/91/2019-vetmed,Czech Academy of Agricultural Sciences
3474,The Underestimated Halogen Bonds Forming with Protein Backbone in Protein Data Bank,10.1021/acs.jcim.7b00235.s001,American Chemical Society (ACS)
3475,The Uniqueness of Humans Is Clearly Demonstrated by the Gene-Content Statistical Baraminology Method,10.1037/e597932010-001,American Psychological Association (APA)
3476,The Untranslated Regions of mRNAs in Cancer,10.1093/nar/26.1.192,Oxford University Press (OUP)
3477,The use of next-generation sequencing technologies for the detection of mutations associated with drug resistance in Mycobacterium tuberculosis complex: technical …,10.31525/cmr-2106c4c,Case Journals
3478,The Use of Virtual Reality to Reduce Preoperative Anxiety in First-Time Sternotomy Patients: A Randomized Controlled Pilot Trial,10.1016/j.mayocp.2020.02.032,Elsevier BV
3479,The Walking Bugs,10.1016/j.micinf.2017.06.007,Elsevier BV
3480,The weakly nonlinear wave propagation theory for the Kelvin-Helmholtz instability in magnetohydrodynamics flows,10.1016/j.chaos.2020.110141,Elsevier BV
3481,The Web Computer and Its Operating System: A New Approach for Creating Web Applications,10.5220/0008053800460057,SCITEPRESS - Science and Technology Publications
3482,The Women of Wakanda,10.2139/ssrn.2312733,Elsevier BV
3483,"The Zebrafish Information Network: new support for non-coding genes, richer Gene Ontology annotations and the Alliance of Genome Resources",10.1093/nar/gky1090,Oxford University Press (OUP)
3484,"The Zebrafish Model Organism Database: new support for human disease models, mutation details, gene expression phenotypes and searching",10.1093/nar/gkw1116,Oxford University Press (OUP)
3485,Thin film metallic glass broad-spectrum mirror coatings for space telescope applications,10.1016/j.nocx.2020.100050,Elsevier BV
3486,Thingiverse-Newest Instances,10.21827/ejlw.8.35622,University of Groningen Press
